image_name,tags
test_38555,agriculture habitation road primary clear
test_38556,primary clear
test_38557,primary clear
test_38558,agriculture habitation road partly_cloudy primary cultivation
test_38559,primary clear
test_3856,agriculture habitation road water primary clear
test_38560,primary clear
test_38561,agriculture road water partly_cloudy primary cultivation
test_38562,cloudy haze primary
test_38563,partly_cloudy primary
test_38564,cloudy agriculture partly_cloudy primary
test_38565,cloudy haze primary
test_38566,partly_cloudy primary
test_38567,agriculture habitation road partly_cloudy primary clear cultivation
test_38568,agriculture habitation road water primary clear cultivation
test_38569,agriculture partly_cloudy primary clear
test_3857,agriculture habitation road primary clear cultivation
test_38570,primary clear
test_38571,agriculture partly_cloudy primary clear cultivation
test_38572,agriculture habitation road water primary clear
test_38573,primary clear
test_38574,primary clear
test_38575,primary clear
test_38576,agriculture habitation road primary clear cultivation
test_38577,agriculture habitation road primary clear cultivation
test_38578,agriculture road primary clear cultivation
test_38579,primary clear
test_3858,agriculture habitation road water primary clear
test_38580,primary clear
test_38581,agriculture road water primary clear
test_38582,agriculture habitation road primary clear cultivation
test_38583,agriculture water partly_cloudy primary clear
test_38584,partly_cloudy primary
test_38585,partly_cloudy primary clear cultivation
test_38586,primary clear
test_38587,primary clear
test_38588,primary clear
test_38589,primary clear
test_3859,agriculture habitation road partly_cloudy primary clear cultivation
test_38590,water primary clear
test_38591,agriculture habitation road primary clear cultivation
test_38592,agriculture road primary clear cultivation
test_38593,cloudy partly_cloudy primary
test_38594,haze primary clear
test_38595,agriculture habitation road primary clear cultivation
test_38596,water primary clear
test_38597,cloudy partly_cloudy primary
test_38598,partly_cloudy primary
test_38599,primary clear
test_386,primary clear
test_3860,agriculture habitation road primary clear cultivation
test_38600,agriculture road water haze primary clear
test_38601,agriculture road water primary clear
test_38602,agriculture partly_cloudy primary
test_38603,agriculture primary clear cultivation
test_38604,primary clear
test_38605,agriculture habitation road primary clear cultivation
test_38606,partly_cloudy primary
test_38607,cloudy haze
test_38608,haze primary clear
test_38609,agriculture habitation road partly_cloudy primary clear cultivation
test_3861,agriculture habitation road primary clear cultivation
test_38610,primary clear
test_38611,primary clear
test_38612,agriculture partly_cloudy primary clear cultivation
test_38613,primary clear
test_38614,cloudy haze primary
test_38615,agriculture partly_cloudy primary
test_38616,agriculture habitation road primary clear
test_38617,haze primary
test_38618,agriculture road water primary clear
test_38619,primary clear
test_3862,agriculture road water primary clear
test_38620,agriculture habitation road partly_cloudy primary clear cultivation
test_38621,agriculture road partly_cloudy primary cultivation
test_38622,partly_cloudy primary
test_38623,primary clear
test_38624,primary clear
test_38625,agriculture partly_cloudy primary
test_38626,primary clear
test_38627,agriculture habitation road primary clear cultivation
test_38628,agriculture habitation road primary clear cultivation
test_38629,agriculture habitation road water primary clear
test_3863,agriculture habitation road water primary clear cultivation
test_38630,haze primary
test_38631,agriculture habitation road water partly_cloudy primary clear
test_38632,primary clear
test_38633,primary clear
test_38634,agriculture road water haze primary clear
test_38635,cloudy haze primary
test_38636,agriculture partly_cloudy primary
test_38637,primary clear
test_38638,primary clear
test_38639,road water partly_cloudy primary clear
test_3864,haze primary
test_38640,water primary clear
test_38641,primary clear
test_38642,primary clear
test_38643,agriculture habitation road water primary clear
test_38644,primary clear
test_38645,water primary clear
test_38646,primary clear
test_38647,agriculture habitation road partly_cloudy primary clear cultivation
test_38648,primary clear
test_38649,primary clear
test_3865,agriculture habitation road primary clear cultivation
test_38650,agriculture habitation road water partly_cloudy primary clear
test_38651,agriculture habitation road primary clear
test_38652,primary clear
test_38653,primary clear
test_38654,primary clear
test_38655,agriculture road water primary clear
test_38656,primary clear
test_38657,haze primary clear
test_38658,primary clear
test_38659,cloudy haze primary
test_3866,agriculture habitation road primary clear cultivation
test_38660,primary clear
test_38661,agriculture habitation road partly_cloudy primary clear cultivation
test_38662,partly_cloudy primary
test_38663,primary clear
test_38664,agriculture partly_cloudy primary clear cultivation
test_38665,agriculture habitation road primary clear
test_38666,agriculture primary clear
test_38667,primary clear
test_38668,primary clear
test_38669,agriculture road water primary clear cultivation
test_3867,primary clear
test_38670,primary clear
test_38671,agriculture habitation road primary clear
test_38672,primary clear
test_38673,primary clear
test_38674,partly_cloudy primary
test_38675,agriculture partly_cloudy primary
test_38676,primary clear
test_38677,primary clear
test_38678,primary clear
test_38679,agriculture habitation road primary clear cultivation
test_3868,agriculture road water primary clear
test_38680,primary clear
test_38681,primary clear
test_38682,primary clear
test_38683,agriculture habitation road water primary clear cultivation
test_38684,agriculture partly_cloudy primary clear cultivation
test_38685,agriculture partly_cloudy primary clear cultivation
test_38686,primary clear
test_38687,agriculture habitation road water primary clear cultivation
test_38688,agriculture road water primary clear
test_38689,cloudy water primary clear
test_3869,agriculture haze primary clear
test_38690,primary clear
test_38691,primary clear
test_38692,haze primary clear
test_38693,agriculture habitation road primary clear cultivation
test_38694,agriculture habitation road water primary clear cultivation
test_38695,primary clear
test_38696,agriculture primary clear cultivation
test_38697,primary clear
test_38698,partly_cloudy primary clear
test_38699,haze primary clear
test_387,primary clear
test_3870,agriculture partly_cloudy primary
test_38700,primary clear
test_38701,agriculture road water partly_cloudy primary
